nmr.gene_id,nmr.symbol,mouse.gene_id,mouse.symbol
101714479,LOC101714479,ENSMUSG00000053815,Olfr744
101724631,LOC101724631,ENSMUSG00000051969,Tlr11
101714835,LOC101714835,ENSMUSG00000046210,Olfr735
101715193,LOC101715193,ENSMUSG00000045306,Olfr734
101726489,LOC101726489,ENSMUSG00000048080,Olfr731
101696712,LOC101696712,ENSMUSG00000109835,Olfr730
101697823,LOC101697823,ENSMUSG00000049011,Olfr729
101699672,LOC101699672,ENSMUSG00000050030,Olfr728
101715893,LOC101715893,ENSMUSG00000059488,Olfr727
101702859,LOC101702859,ENSMUSG00000044560,Olfr1302
101703220,LOC101703220,ENSMUSG00000093825,Olfr723
101717280,LOC101717280,ENSMUSG00000048933,Olfr722
101708285,LOC101708285,ENSMUSG00000063844,Olfr1276
101708986,LOC101708986,ENSMUSG00000074965,Olfr1277
101709712,LOC101709712,ENSMUSG00000109813,Olfr1279
101710416,LOC101710416,ENSMUSG00000109449,Olfr1280
101711882,LOC101711882,ENSMUSG00000108908,Olfr1293-ps
101718301,LOC101718301,ENSMUSG00000093804,Olfr1303
101718993,LOC101718993,ENSMUSG00000094747,Olfr1307
101712585,LOC101712585,ENSMUSG00000108827,Olfr1310
101714027,LOC101714027,ENSMUSG00000049758,Olfr1318
101719344,LOC101719344,ENSMUSG00000109403,Olfr1311
101721097,Mettl17,ENSMUSG00000004561,Mettl17
101722290,Slc39a2,ENSMUSG00000072572,Slc39a2
101721691,Ndrg2,ENSMUSG00000004558,Ndrg2
101723087,Tppp2,ENSMUSG00000008813,Tppp2
101716473,Rnase13,ENSMUSG00000068392,Rnase13
101726117,Arhgef40,ENSMUSG00000004562,Arhgef40
101724996,Znf219,ENSMUSG00000049295,Zfp219
101724630,Tmem253,ENSMUSG00000072571,Tmem253
101697223,LOC101697223,ENSMUSG00000044286,Olfr221
101697590,Hnrnpc,ENSMUSG00000060373,Hnrnpc
101698199,Rpgrip1,ENSMUSG00000057132,Rpgrip1
101699312,Supt16h,ENSMUSG00000035726,Supt16
101698950,Chd8,ENSMUSG00000053754,Chd8
101699671,Rab2b,ENSMUSG00000022159,Rab2b
101700262,Tox4,ENSMUSG00000016831,Tox4
101700628,Mettl3,ENSMUSG00000022160,Mettl3
101701237,Sall2,ENSMUSG00000049532,Sall2
101702050,LOC101702050,ENSMUSG00000094140,Olfr1512
101717845,LOC101717845,ENSMUSG00000063106,Olfr1510
101702732,LOC101702732,ENSMUSG00000035626,Olfr1509
101718882,LOC101718882,ENSMUSG00000057564,Olfr1508
101719571,LOC101719571,ENSMUSG00000076759,Trav2
101724170,LOC101724170,ENSMUSG00000076862,Trav19
101726365,LOC101726365,ENSMUSG00000094212,Trav14-3
101706224,Dad1,ENSMUSG00000022174,Dad1
101706595,Abhd4,ENSMUSG00000040997,Abhd4
101698076,LOC101698076,ENSMUSG00000048153,Olfr49
101700630,Fcgr2a,ENSMUSG00000059498,Fcgr3
101701607,LOC101701607,ENSMUSG00000059089,Fcgr4
101704179,Fcgr2b,ENSMUSG00000026656,Fcgr2b
101702393,Fcrla,ENSMUSG00000038421,Fcrla
101704785,Fcrlb,ENSMUSG00000070524,Fcrlb
101705133,Dusp12,ENSMUSG00000026659,Dusp12
101706597,Atf6,ENSMUSG00000026663,Atf6
101707195,Olfml2b,ENSMUSG00000038463,Olfml2b
101709246,LOC101709246,ENSMUSG00000042800,1700015E13Rik
101709942,Uhmk1,ENSMUSG00000026667,Uhmk1
101710542,Uap1,ENSMUSG00000026670,Uap1
106007534,Ddr2,ENSMUSG00000026674,Ddr2
101712707,Hsd17b7,ENSMUSG00000026675,Hsd17b7
101713440,Rgs4,ENSMUSG00000038530,Rgs4
101714364,Nuf2,ENSMUSG00000026683,Nuf2
101714961,Pbx1,ENSMUSG00000052534,Pbx1
101715780,Lmx1a,ENSMUSG00000026686,Lmx1a
101716819,Rxrg,ENSMUSG00000015843,Rxrg
101716474,Lrrc52,ENSMUSG00000040485,Lrrc52
101717166,Mgst3,ENSMUSG00000026688,Mgst3
101717741,Aldh9a1,ENSMUSG00000026687,Aldh9a1
101718305,Tmco1,ENSMUSG00000052428,Tmco1
101718657,Uck2,ENSMUSG00000026558,Uck2
101719347,Fam78b,ENSMUSG00000060568,Fam78b
101713566,LOC101713566,ENSMUSG00000086056,Gm4846
101720169,Pogk,ENSMUSG00000040596,Pogk
101720754,Tada1,ENSMUSG00000026563,Tada1
101721453,Ildr2,ENSMUSG00000040612,Ildr2
101713919,Mael,ENSMUSG00000040629,Mael
101714265,Gpa33,ENSMUSG00000000544,Gpa33
101721806,Dusp27,ENSMUSG00000026564,Dusp27
101722515,Pou2f1,ENSMUSG00000026565,Pou2f1
101714962,Cd247,ENSMUSG00000005763,Cd247
101723089,Creg1,ENSMUSG00000040713,Creg1
101723922,Rcsd1,ENSMUSG00000040723,Rcsd1
101724283,Mpzl1,ENSMUSG00000026566,Mpzl1
101725888,Adcy10,ENSMUSG00000026567,Adcy10
101715335,LOC101715335,ENSMUSG00000050241,Klre1
101726246,Mpc2,ENSMUSG00000026568,Mpc2
101726615,Dcaf6,ENSMUSG00000026571,Dcaf6
101697824,Gpr161,ENSMUSG00000040836,Gpr161
101699434,Tiprl,ENSMUSG00000040843,Tiprl
101699799,Sft2d2,ENSMUSG00000040848,Sft2d2
101700151,Tbx19,ENSMUSG00000026572,Tbx19
101716020,LOC101716020,ENSMUSG00000026573,Xcl1
101700521,Dpt,ENSMUSG00000026574,Dpt
101701102,Atp1b1,ENSMUSG00000026576,Atp1b1
101717407,Nme7,ENSMUSG00000026575,Nme7
101701467,Blzf1,ENSMUSG00000026577,Blzf1
101717742,Ccdc181,ENSMUSG00000026578,Ccdc181
101702163,Slc19a2,ENSMUSG00000040918,Slc19a2
101703568,F5,ENSMUSG00000026579,F5
101703222,Selp,ENSMUSG00000026580,Selp
101703939,Sell,ENSMUSG00000026581,Sell
101704316,Sele,ENSMUSG00000026582,Sele
101704658,Mettl18,ENSMUSG00000041396,Mettl18
101706966,LOC101706966,ENSMUSG00000041406,BC055324
101705003,Scyl3,ENSMUSG00000026584,Scyl3
101709596,Gorab,ENSMUSG00000040124,Gorab
101710302,Prrx1,ENSMUSG00000026586,Prrx1
101722517,Cttnbp2,ENSMUSG00000000416,Cttnbp2
101709472,Cftr,ENSMUSG00000041301,Cftr
101723211,Asz1,ENSMUSG00000010796,Asz1
101723565,Wnt2,ENSMUSG00000010797,Wnt2
101724284,St7,ENSMUSG00000029534,St7
101725379,Capza2,ENSMUSG00000015733,Capza2
101725772,Met,ENSMUSG00000009376,Met
101726366,Cav1,ENSMUSG00000007655,Cav1
101696479,Cav2,ENSMUSG00000000058,Cav2
101697592,Tes,ENSMUSG00000029552,Tes
101697964,Tfec,ENSMUSG00000029553,Tfec
101698954,Mdfic,ENSMUSG00000041390,Mdfic
101699542,Foxp2,ENSMUSG00000029563,Foxp2
101699914,Ppp1r3a,ENSMUSG00000042717,Ppp1r3a
101700522,Gpr85,ENSMUSG00000048216,Gpr85
101702632,LOC101702632,ENSMUSG00000042742,Bmt2
101703000,Tmem168,ENSMUSG00000029569,Tmem168
101715551,Vwde,ENSMUSG00000079679,Vwde
101703812,Tmem106b,ENSMUSG00000029571,Tmem106b
101704786,Thsd7a,ENSMUSG00000032625,Thsd7a
101716233,Phf14,ENSMUSG00000029629,Phf14
101706227,Ndufa4,ENSMUSG00000029632,Ndufa4
101697341,LOC101697341,ENSMUSG00000044454,Olfr867
101717965,Znf317,ENSMUSG00000057551,Zfp317
101719927,LOC101719927,ENSMUSG00000052182,Olfr849
101720271,LOC101720271,ENSMUSG00000024101,Wash1
101721808,Ddx11,ENSMUSG00000035842,Ddx11
101722168,Insr,ENSMUSG00000005534,Insr
101722983,Arhgef18,ENSMUSG00000004568,Arhgef18
101723334,Pex11g,ENSMUSG00000069633,Pex11g
101699544,LOC101699544,ENSMUSG00000040340,1700019B03Rik
101723926,Znf358,ENSMUSG00000047264,Zfp358
101697714,Mcoln1,ENSMUSG00000004567,Mcoln1
101724286,Pnpla6,ENSMUSG00000004565,Pnpla6
101698720,Camsap3,ENSMUSG00000044433,Camsap3
101700264,Xab2,ENSMUSG00000019470,Xab2
101701469,Pet100,ENSMUSG00000087687,Pet100
101700887,Pcp2,ENSMUSG00000004630,Pcp2
101702294,Stxbp2,ENSMUSG00000004626,Stxbp2
101704080,Retn,ENSMUSG00000012705,Retn
101699916,Mcemp1,ENSMUSG00000013974,Mcemp1
101705506,Trappc5,ENSMUSG00000040236,Trappc5
101704432,Fcer2,ENSMUSG00000005540,Fcer2a
101705876,Clec4g,ENSMUSG00000074491,Clec4g
101700634,LOC101700634,ENSMUSG00000040197,Cd209e
101707688,Evi5l,ENSMUSG00000011832,Evi5l
101709597,Prr36,ENSMUSG00000064125,Prr36
101709943,Lrrc8e,ENSMUSG00000046589,Lrrc8e
101710666,Map2k7,ENSMUSG00000002948,Map2k7
101710303,Tgfbr3l,ENSMUSG00000089736,Tgfbr3l
101712005,Snapc2,ENSMUSG00000011837,Snapc2
101712833,Ctxn1,ENSMUSG00000048644,Ctxn1
101713213,Timm44,ENSMUSG00000002949,Timm44
101713794,Elavl1,ENSMUSG00000040028,Elavl1
101714714,Ccl25,ENSMUSG00000023235,Ccl25
101715336,Cers4,ENSMUSG00000008206,Cers4
101715897,Cd320,ENSMUSG00000002308,Cd320
101716235,Ndufa7,ENSMUSG00000041881,Ndufa7
101716586,Rps28,ENSMUSG00000067288,Rps28
101716931,Kank3,ENSMUSG00000042099,Kank3
101718658,Angptl4,ENSMUSG00000002289,Angptl4
101719702,Rab11b,ENSMUSG00000077450,Rab11b
101720054,2-Mar,ENSMUSG00000079557,2-Mar
101702054,Hnrnpm,ENSMUSG00000059208,Hnrnpm
101702398,Pram1,ENSMUSG00000032739,Pram1
101721101,Znf414,ENSMUSG00000073423,Zfp414
101721932,Myo1f,ENSMUSG00000024300,Myo1f
101722293,Adamts10,ENSMUSG00000024299,Adamts10
101725244,Actl9,ENSMUSG00000092519,Actl9
101703466,LOC101703466,ENSMUSG00000047508,Mbd3l2
101698829,Znf558,ENSMUSG00000074500,Zfp558
101704186,Muc16,ENSMUSG00000109564,Muc16
101725999,LOC101725999,ENSMUSG00000045519,Zfp560
101706350,LOC101706350,ENSMUSG00000063108,Zfp26
101701349,LOC101701349,ENSMUSG00000059475,Zfp426
101705877,LOC101705877,ENSMUSG00000060510,Zfp266
101704318,LOC101704318,ENSMUSG00000058192,Zfp846
101707451,Fbxl12,ENSMUSG00000066892,Fbxl12
101707805,Ubl5,ENSMUSG00000084786,Ubl5
101708402,Pin1,ENSMUSG00000032171,Pin1
101708988,Olfm2,ENSMUSG00000032172,Olfm2
101709825,Col5a3,ENSMUSG00000004098,Col5a3
101710179,Rdh8,ENSMUSG00000053773,Rdh8
101711279,LOC101711279,ENSMUSG00000038884,A230050P20Rik
101710907,Angptl6,ENSMUSG00000038742,Angptl6
101712006,LOC101712006,ENSMUSG00000004100,Ppan
101711643,Eif3g,ENSMUSG00000070319,Eif3g
101712352,Dnmt1,ENSMUSG00000004099,Dnmt1
101712710,S1pr2,ENSMUSG00000043895,S1pr2
101713321,Mrpl4,ENSMUSG00000003299,Mrpl4
101713679,Icam1,ENSMUSG00000037405,Icam1
101707452,Icam4,ENSMUSG00000001014,Icam4
101714031,Icam5,ENSMUSG00000032174,Icam5
101714367,Zglp1,ENSMUSG00000079681,Zglp1
101714715,Fdx1l,ENSMUSG00000079677,Fdx1l
101715782,Tyk2,ENSMUSG00000032175,Tyk2
101716587,Cdc37,ENSMUSG00000019471,Cdc37
101717168,Pde4a,ENSMUSG00000032177,Pde4a
101718777,Keap1,ENSMUSG00000003308,Keap1
101718426,S1pr5,ENSMUSG00000045087,S1pr5
101719929,Atg4d,ENSMUSG00000002820,Atg4d
101719574,Kri1,ENSMUSG00000035047,Kri1
101720531,Cdkn2d,ENSMUSG00000096472,Cdkn2d
101721337,Ap1m2,ENSMUSG00000003309,Ap1m2
101722407,Slc44a2,ENSMUSG00000057193,Slc44a2
101723927,Ilf3,ENSMUSG00000032178,Ilf3
101725775,Qtrt1,ENSMUSG00000002825,Qtrt1
101696596,Dnm2,ENSMUSG00000033335,Dnm2
101699087,Tmed1,ENSMUSG00000032180,Tmed1
101698453,LOC101698453,ENSMUSG00000057191,AB124611
101708177,Carm1,ENSMUSG00000032185,Carm1
101699435,Yipf2,ENSMUSG00000032182,Yipf2
101700265,LOC101700265,ENSMUSG00000048429,1810026J23Rik
101700987,Smarca4,ENSMUSG00000032187,Smarca4
101703463,Ldlr,ENSMUSG00000032193,Ldlr
101704319,Spc24,ENSMUSG00000074476,Spc24
101704660,Kank2,ENSMUSG00000032194,Kank2
101707088,Dock6,ENSMUSG00000032198,Dock6
101706461,LOC101706461,ENSMUSG00000047822,Angptl8
101707690,Rab3d,ENSMUSG00000019066,Rab3d
101708874,Tmem205,ENSMUSG00000040883,Tmem205
101708517,Ccdc159,ENSMUSG00000006241,Ccdc159
101709474,LOC101709474,ENSMUSG00000040563,Plppr2
101710304,Swsap1,ENSMUSG00000051238,Swsap1
101710668,Epor,ENSMUSG00000006235,Epor
101711763,Rgl3,ENSMUSG00000040146,Rgl3
101713215,Ccdc151,ENSMUSG00000039632,Ccdc151
101712131,Prkcsh,ENSMUSG00000003402,Prkcsh
101715196,Elavl3,ENSMUSG00000003410,Elavl3
101715784,Znf653,ENSMUSG00000038895,Zfp653
101716127,Ecsit,ENSMUSG00000066839,Ecsit
101716932,Cnn1,ENSMUSG00000001349,Cnn1
101717517,Elof1,ENSMUSG00000013822,Elof1
101718093,Acp5,ENSMUSG00000001348,Acp5
101719474,LOC101719474,ENSMUSG00000074472,Zfp872
101709599,LOC101709599,ENSMUSG00000032915,Adgre4
101710308,LOC101710308,ENSMUSG00000026134,Prim2
101720532,Clpp,ENSMUSG00000002660,Clpp
101721228,Alkbh7,ENSMUSG00000002661,Alkbh7
101720872,Pspn,ENSMUSG00000002664,Pspn
101710670,Gtf2f1,ENSMUSG00000002658,Gtf2f1
101721809,Khsrp,ENSMUSG00000007670,Khsrp
101723928,Slc25a23,ENSMUSG00000046329,Slc25a23
101722518,Crb3,ENSMUSG00000044279,Crb3
101722169,Dennd1c,ENSMUSG00000002668,Dennd1c
101724524,Tubb4a,ENSMUSG00000062591,Tubb4a
101711392,Tnfsf9,ENSMUSG00000035678,Tnfsf9
101712133,Cd70,ENSMUSG00000019489,Cd70
101725636,Tnfsf14,ENSMUSG00000005824,Tnfsf14
101726247,C3,ENSMUSG00000024164,C3
101726617,Gpr108,ENSMUSG00000005823,Gpr108
101698955,Trip10,ENSMUSG00000019487,Trip10
101700388,Vav1,ENSMUSG00000034116,Vav1
101701699,Adgre1,ENSMUSG00000004730,Adgre1
101702052,Acer1,ENSMUSG00000045019,Acer1
101702394,Mllt1,ENSMUSG00000024212,Mllt1
101712836,LOC101712836,ENSMUSG00000024209,1700061G19Rik
101703225,LOC101703225,ENSMUSG00000075486,Commd6
101703572,Rfx2,ENSMUSG00000024206,Rfx2
101706600,Ranbp3,ENSMUSG00000002372,Ranbp3
101705625,Vmac,ENSMUSG00000054723,Vmac
101704533,Ndufa11,ENSMUSG00000002379,Ndufa11
101709125,Nrtn,ENSMUSG00000039481,Nrtn
101709476,Dus3l,ENSMUSG00000007603,Dus3l
101714609,Prr22,ENSMUSG00000090273,Prr22
101714963,Catsperd,ENSMUSG00000040828,Catsperd
101710908,Lonp1,ENSMUSG00000041168,Lonp1
101710306,Rpl36,ENSMUSG00000057863,Rpl36
101711280,LOC101711280,ENSMUSG00000049760,2410015M20Rik
101713322,Safb,ENSMUSG00000071054,Safb
101712007,Safb2,ENSMUSG00000042625,Safb2
101715435,Znrf4,ENSMUSG00000044526,Znrf4
101715786,Ptprs,ENSMUSG00000013236,Ptprs
101718659,Kdm4b,ENSMUSG00000024201,Kdm4b
101719703,Uhrf1,ENSMUSG00000001228,Uhrf1
101720533,Arrdc5,ENSMUSG00000073380,Arrdc5
101720873,Plin3,ENSMUSG00000024197,Plin3
101721230,Ticam1,ENSMUSG00000047123,Ticam1
101721586,Fem1a,ENSMUSG00000043683,Fem1a
101722408,Dpp9,ENSMUSG00000001229,Dpp9
101724173,Mydgf,ENSMUSG00000019579,Mydgf
101724764,Tnfaip8l1,ENSMUSG00000044469,Tnfaip8l1
101725638,Sema6b,ENSMUSG00000001227,Sema6b
101726001,Lrg1,ENSMUSG00000037095,Lrg1
101726370,Plin5,ENSMUSG00000011305,Plin5
101697593,Plin4,ENSMUSG00000002831,Plin4
101696481,LOC101696481,ENSMUSG00000002833,Hdgfrp2
101697965,Ubxn6,ENSMUSG00000019578,Ubxn6
101699676,Chaf1a,ENSMUSG00000002835,Chaf1a
101700266,Sh3gl1,ENSMUSG00000003200,Sh3gl1
101701351,Mpnd,ENSMUSG00000003199,Mpnd
101703465,Stap2,ENSMUSG00000038781,Stap2
101702395,Fsd1,ENSMUSG00000011589,Fsd1
101704321,Shd,ENSMUSG00000039154,Shd
101704661,Ccdc94,ENSMUSG00000003208,Ccdc94
101705007,Ebi3,ENSMUSG00000003206,Ebi3
101705758,Ankrd24,ENSMUSG00000054708,Ankrd24
101706114,Sirt6,ENSMUSG00000034748,Sirt6
101716023,Creb3l3,ENSMUSG00000035041,Creb3l3
101707562,Map2k2,ENSMUSG00000035027,Map2k2
101708175,Zbtb7a,ENSMUSG00000035011,Zbtb7a
101708989,Pias4,ENSMUSG00000004934,Pias4
101710545,Eef2,ENSMUSG00000034994,Eef2
101716355,Dapk3,ENSMUSG00000034974,Dapk3
101716711,Lmnb2,ENSMUSG00000062075,Lmnb2
101710909,Gadd45b,ENSMUSG00000015312,Gadd45b
101711281,Gng7,ENSMUSG00000048240,Gng7
101711644,Diras1,ENSMUSG00000043670,Diras1
101712241,Slc39a3,ENSMUSG00000046822,Slc39a3
101712587,Sgta,ENSMUSG00000004937,Sgta
101714143,Thop1,ENSMUSG00000004929,Thop1
101714719,Dohh,ENSMUSG00000078440,Dohh
101715337,Smim24,ENSMUSG00000078439,Smim24
101716128,Nfic,ENSMUSG00000055053,Nfic
101718307,Celf5,ENSMUSG00000034818,Celf5
101720970,Ncln,ENSMUSG00000020238,Ncln
101721587,S1pr4,ENSMUSG00000044199,S1pr4
101721934,Gna15,ENSMUSG00000034792,Gna15
101722520,Gna11,ENSMUSG00000034781,Gna11
101722861,Aes,ENSMUSG00000054452,Aes
101723443,Tle2,ENSMUSG00000034771,Tle2
101717744,Tle6,ENSMUSG00000034758,Tle6
101697340,Fzr1,ENSMUSG00000020235,Fzr1
101696964,LOC101696964,ENSMUSG00000020234,4930404N11Rik
101726618,Mfsd12,ENSMUSG00000034854,Mfsd12
101697717,Hmg20b,ENSMUSG00000020232,Hmg20b
101698594,Gipc3,ENSMUSG00000034872,Gipc3
101698956,Tbxa2r,ENSMUSG00000034881,Tbxa2r
101700267,Cactin,ENSMUSG00000034889,Cactin
101700633,Pip5k1c,ENSMUSG00000034902,Pip5k1c
101702864,Tjp3,ENSMUSG00000034917,Tjp3
101703227,Apba3,ENSMUSG00000004931,Apba3
101703573,Mrpl54,ENSMUSG00000034932,Mrpl54
101718779,Matk,ENSMUSG00000004933,Matk
101704322,Zfr2,ENSMUSG00000034949,Zfr2
101705626,Atcay,ENSMUSG00000034958,Atcay
101706969,Nmrk2,ENSMUSG00000004939,Nmrk2
101707692,Tmprss9,ENSMUSG00000059406,Tmprss9
101708060,Sppl2b,ENSMUSG00000035206,Sppl2b
101709477,Lingo3,ENSMUSG00000051067,Lingo3
101710181,Oaz1,ENSMUSG00000035242,Oaz1
101712353,Jsrp1,ENSMUSG00000020216,Jsrp1
101712009,Amh,ENSMUSG00000035262,Amh
101711645,Sf3a2,ENSMUSG00000020211,Sf3a2
101710546,Plekhj1,ENSMUSG00000035278,Plekhj1
101712712,Dot1l,ENSMUSG00000061589,Dot1l
101713323,Ap3d1,ENSMUSG00000020198,Ap3d1
101714032,Izumo4,ENSMUSG00000055862,Izumo4
101716354,Mob3a,ENSMUSG00000003348,Mob3a
101716935,Mknk2,ENSMUSG00000020190,Mknk2
101719122,Btbd2,ENSMUSG00000003344,Btbd2
101719704,Csnk1g2,ENSMUSG00000003345,Csnk1g2
101720875,Scamp4,ENSMUSG00000078441,Scamp4
101720056,Adat3,ENSMUSG00000035370,Adat3
101721456,Abhd17a,ENSMUSG00000003346,Abhd17a
101722050,Klf16,ENSMUSG00000035397,Klf16
101722409,Rexo1,ENSMUSG00000047417,Rexo1
101723336,Atp8b3,ENSMUSG00000003341,Atp8b3
101725133,Tcf3,ENSMUSG00000020167,Tcf3
101726493,LOC101726493,ENSMUSG00000020163,Uqcr11
101696358,Mbd3,ENSMUSG00000035478,Mbd3
101719821,Mex3d,ENSMUSG00000048696,Mex3d
101697228,Plk5,ENSMUSG00000035486,Plk5
101697594,Adamtsl5,ENSMUSG00000043822,Adamtsl5
101697966,Reep6,ENSMUSG00000035504,Reep6
101698832,LOC101698832,ENSMUSG00000020133,2310011J03Rik
101699189,Apc2,ENSMUSG00000020135,Apc2
101700029,Rps15,ENSMUSG00000063457,Rps15
101700390,Dazap1,ENSMUSG00000069565,Dazap1
101701700,Gamt,ENSMUSG00000020150,Gamt
101702397,Ndufs7,ENSMUSG00000020153,Ndufs7
101703228,LOC101703228,ENSMUSG00000020156,Mum1
101703816,Efna2,ENSMUSG00000003070,Efna2
101704788,LOC101704788,ENSMUSG00000035595,1600002K03Rik
101704185,Cirbp,ENSMUSG00000045193,Cirbp
101705628,Midn,ENSMUSG00000035621,Midn
101706462,Atp5d,ENSMUSG00000003072,Atp5d
101707563,LOC101707563,ENSMUSG00000035640,Cbarp
101707198,Stk11,ENSMUSG00000003068,Stk11
101707926,Sbno2,ENSMUSG00000035673,Sbno2
101708875,Gpx4,ENSMUSG00000075706,Gpx4
101709249,Polr2e,ENSMUSG00000004667,Polr2e
101709827,Hmha1,ENSMUSG00000035697,Hmha1
101721589,Abca7,ENSMUSG00000035722,Abca7
101710418,Cnn2,ENSMUSG00000004665,Cnn2
101711391,Tmem259,ENSMUSG00000013858,Tmem259
101711021,Grin3b,ENSMUSG00000035745,Grin3b
101711764,Wdr18,ENSMUSG00000035754,Wdr18
101712132,Arid3a,ENSMUSG00000019564,Arid3a
101713680,Kiss1r,ENSMUSG00000035773,Kiss1r
101714033,R3hdm4,ENSMUSG00000035781,R3hdm4
101714369,Med16,ENSMUSG00000013833,Med16
106007830,Cfd,ENSMUSG00000061780,Cfd
101721935,LOC101721935,ENSMUSG00000057729,Prtn3
101717632,LOC101717632,ENSMUSG00000035835,Plppr3
101715554,Ptbp1,ENSMUSG00000006498,Ptbp1
101718194,Misp,ENSMUSG00000035852,Misp
101718885,Palm,ENSMUSG00000035863,Palm
101718543,Fstl3,ENSMUSG00000020325,Fstl3
101720173,Rnf126,ENSMUSG00000035890,Rnf126
101720536,Fgf22,ENSMUSG00000020327,Fgf22
101721232,Polrmt,ENSMUSG00000020329,Polrmt
101722649,Hcn2,ENSMUSG00000020331,Hcn2
101720876,Bsg,ENSMUSG00000023175,Bsg
101722410,Cdc34,ENSMUSG00000020307,Cdc34
101723213,Tpgs1,ENSMUSG00000020308,Tpgs1
101723568,Madcam1,ENSMUSG00000020310,Madcam1
101722988,Odf3l2,ENSMUSG00000035963,Odf3l2
101723930,Shc2,ENSMUSG00000020312,Shc2
101724289,C2cd4c,ENSMUSG00000045912,C2cd4c
101724875,Theg,ENSMUSG00000020317,Theg
101725247,Mier2,ENSMUSG00000042570,Mier2
101725640,Ppap2c,ENSMUSG00000052151,Plpp2
101697830,Asb9,ENSMUSG00000031384,Asb9
101724054,Asb11,ENSMUSG00000031382,Asb11
101724876,Piga,ENSMUSG00000031381,Piga
101726005,Figf,ENSMUSG00000031380,Vegfd
101696483,Pir,ENSMUSG00000031379,Pir
101726373,Bmx,ENSMUSG00000031377,Bmx
101697829,Ace2,ENSMUSG00000015405,Ace2
101700989,Tmem27,ENSMUSG00000015401,Tmem27
101698460,Ca5b,ENSMUSG00000031373,Car5b
101701353,Zrsr2,ENSMUSG00000044068,Zrsr1
101702055,Ap1s2,ENSMUSG00000031367,Ap1s2
101701702,Grpr,ENSMUSG00000031364,Grpr
101704664,Ctps2,ENSMUSG00000031360,Ctps2
101704081,S100g,ENSMUSG00000040808,S100g
101705879,Syap1,ENSMUSG00000031357,Syap1
101706836,Txlng,ENSMUSG00000038344,Txlng
101706465,Rbbp7,ENSMUSG00000031353,Rbbp7
101707453,Reps2,ENSMUSG00000040855,Reps2
101709128,Nhs,ENSMUSG00000059493,Nhs
101710912,Rai2,ENSMUSG00000043518,Rai2
101712589,Cdkl5,ENSMUSG00000031292,Cdkl5
101701819,Rs1,ENSMUSG00000031293,Rs1
101713218,Ppef1,ENSMUSG00000062168,Ppef1
101713572,Phka2,ENSMUSG00000031295,Phka2
101715075,Adgrg2,ENSMUSG00000031298,Adgrg2
101716937,Pdha1,ENSMUSG00000031299,Pdha1
101702514,Map3k15,ENSMUSG00000031303,Map3k15
101717745,Sh3kbp1,ENSMUSG00000040990,Sh3kbp1
101718780,LOC101718780,ENSMUSG00000044150,A830080D01Rik
101719578,Map7d2,ENSMUSG00000041020,Map7d2
101722051,Rps6ka3,ENSMUSG00000031309,Rps6ka3
101724877,Cnksr2,ENSMUSG00000025658,Cnksr2
101725517,Klhl34,ENSMUSG00000047485,Klhl34
101726250,Smpx,ENSMUSG00000041476,Smpx
101726620,Mbtps2,ENSMUSG00000046873,Mbtps2
101696715,Sms,ENSMUSG00000071708,Sms
101697083,Phex,ENSMUSG00000057457,Phex
101697453,Ptchd1,ENSMUSG00000041552,Ptchd1
101705760,Lrit3,ENSMUSG00000093865,Lrit3
101705138,Rrh,ENSMUSG00000028012,Rrh
101705509,Gar1,ENSMUSG00000028010,Gar1
101705881,Cfi,ENSMUSG00000058952,Cfi
101706727,Pla2g12a,ENSMUSG00000027999,Pla2g12a
101707090,Casp6,ENSMUSG00000027997,Casp6
101706115,Ccdc109b,ENSMUSG00000027994,Ccdc109b
101706467,Sec24b,ENSMUSG00000001052,Sec24b
101706837,Col25a1,ENSMUSG00000058897,Col25a1
101708633,Etnppl,ENSMUSG00000019232,Etnppl
101710061,Ostc,ENSMUSG00000041084,Ostc
101710671,Rpl34,ENSMUSG00000062006,Rpl34
101711023,Lef1,ENSMUSG00000027985,Lef1
101712136,Hadh,ENSMUSG00000027984,Hadh
101708291,LOC101708291,ENSMUSG00000027983,Cyp2u1
101712715,Sgms2,ENSMUSG00000050931,Sgms2
101712478,LOC101712478,ENSMUSG00000086238,Gm14258
101714839,Papss1,ENSMUSG00000028032,Papss1
101716025,Dkk2,ENSMUSG00000028031,Dkk2
101716358,Gimd1,ENSMUSG00000091721,Gimd1
101716714,Aimp1,ENSMUSG00000028029,Aimp1
101717520,Tbck,ENSMUSG00000028030,Tbck
101718545,Npnt,ENSMUSG00000040998,Npnt
101720642,Gstcd,ENSMUSG00000028018,Gstcd
101721459,Ints12,ENSMUSG00000028016,Ints12
101722052,Arhgef38,ENSMUSG00000040969,Arhgef38
101708993,Ppa2,ENSMUSG00000028013,Ppa2
101722412,Tet2,ENSMUSG00000040943,Tet2
101722758,Cxxc4,ENSMUSG00000044365,Cxxc4
101723093,Tacr3,ENSMUSG00000028172,Tacr3
101712243,Cenpe,ENSMUSG00000045328,Cenpe
101723446,Bdh2,ENSMUSG00000028167,Bdh2
101724055,Slc9b2,ENSMUSG00000037994,Slc9b2
101725249,Slc9b1,ENSMUSG00000050150,Slc9b1
101724878,Cisd2,ENSMUSG00000028165,Cisd2
101725641,Ube2d3,ENSMUSG00000078578,Ube2d3
101712953,Manba,ENSMUSG00000028164,Manba
